ID;RESOURCE;PROPERTY;VOICEOVER;KEY;BR;CZ;RU;AR;TR;CN;PL;IT;FR;DE;ZH;ESMX;EN;KR;ES;JP;HU
1098032005;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032005;;;;;;;;To powinno być to miejsce, o którym mówił Mavis.;;;;;;This should be the spot Mravis mentioned.;;;;
1098032006;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032007;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;HFLNG2_TRACKING_1098032007;;;;;;;;Daj spokój, Trodo, naprawdę musimy robić to akurat teraz?;;;;;;Oh, come now Trodo, do we really need to be doing this now?;;;;
1098032008;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032009;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;TOMT_TRACKING_1098032009;;;;;;;;Mówię ci, gdzieś tu musiał mi wypaść! Szukaj dalej, ten pierścień znaczy dla mnie wszystko!;;;;;;I'm telling you, it fell down 'round here somewhere! Keep looking, that ring means everything to me!;;;;
1098032010;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032011;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;HFLNG2_TRACKING_1098032011;;;;;;;;Ty durny ośle, wygrałeś go w gwinta dwie noce temu. To nie koniec świata, jeśli przepadł.;;;;;;You dumb bastard, you won that ring on a round of gwent two nights ago, it's not like it'll be the end of the world if we don't find it.;;;;
1098032012;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032013;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;HFLNG2_TRACKING_1098032013;;;;;;;;Ech, nieważne. Chłopaki, pomóżmy mu go znaleźć.;;;;;;Eh, whatever let's help him look for it boys.;;;;
1098032014;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032015;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032015;;;;;;;;Mnóstwo śladów. Przeszło tędy co najmniej sześć osób.;;;;;;Lots of tracks. A group of... at least six people came through here.;;;;
1098032016;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032017;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;NBAR1_TRACKING_1098032017;;;;;;;;Zboczeniec! Precz, podglądaczu!;;;;;;Woah! What are you doing here, sir?!;;;;
1098032018;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032019;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032019;;;;;;;;Och, wybacz...;;;;;;Oh, sorry...;;;;
575724;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\ritual_site_conclusion.w2scene""";Comment;;;;;;;;;;;;;;;Geralt kneels, looks at the pentagram, all lines are Geralt talking to himself, investigative;;;;
1098032020;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032021;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032021;;;;;;;;To na pewno zły trop.;;;;;;Definitely the wrong track.;;;;
1098032022;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032023;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032023;;;;;;;;Tutaj ślady się rodzielają.;;;;;;Hmm... Track splits here.;;;;
1098032024;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;0;;;;;;Reference to Lord of the Rings;;;;
1098032025;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032025;;;;;;;;Heh, wychodzi na to, że z odpowiednią drużyną nie ma rzeczy niemożliwych. Tak czy owak, muszę szukać dalej.;;;;;;Huh, guess you can move mountains with the right fellowship. The track's wrong though.;;;;
1098032026;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032027;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032027;;;;;;;;Ech, zły kierunek. Trzeba wracać.;;;;;;Right, wrong track. Should go back.;;;;
1098032028;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032029;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032029;;;;;;;;Wypalona ziemia. Dziwne. Nigdzie indziej nie ma śladów ognia.;;;;;;Ground's scorched here. Odd. No other signs of a fire around.;;;;
1098032030;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032031;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032031;;;;;;;;Krew. Wygląda na to, że ktoś ich tutaj napadł. Albo coś.;;;;;;Blood. Were they attacked by someone... or something here?;;;;
1098032032;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032033;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032033;;;;;;;;Kogoś tędy wlekli... czyżby Carillę?;;;;;;Someone was dragged after whatever happened here. Carilla, maybe?;;;;
1098032034;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032035;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032035;;;;;;;;Coś zakłóciło marsz. Ślady walki. Jakby atak wyszedł z ich własnej grupy.;;;;;;Something happened, broke the march. Some sort of a struggle. Almost as if the attack happened from within the group.;;;;
1098032036;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032037;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032037;;;;;;;;Tu się zatrzymali.;;;;;;They stopped here...;;;;
1098032038;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032039;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032039;;;;;;;;Na pewno tędy przechodzili. Te wilki zginęły od ostrza, nie zrobił tego nekker.;;;;;;Definitely came through here. These wolves were killed with a blade, no nekker did this.;;;;
1098032040;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032041;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032041;;;;;;;;Co to za dźwięk? Lepiej sprawdzę.;;;;;;What's this sound...? Should follow it.;;;;
1098032042;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032043;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032043;;;;;;;;Ciekawe, co go tak urzekło.;;;;;;Wonder what he was so enticed by.;;;;
1061298;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
1098032044;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1061299;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line text;NOM3_ARACHOUS_01061299;;;;;;;;;;;;;;;;;;
1098032045;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;NCIW1_TRACKING_1098032045;;;;;;;;Dobry człowieku! Pomocy! On umiera!;;;;;;Good sir! Help! He's dying!;;;;
1098032046;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032047;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;NCIW1_TRACKING_1098032047;;;;;;;;Panie! Proszę, pomóż nam!;;;;;;Sir! Please, help us!;;;;
1098032048;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1061303;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
1098032049;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032049;;;;;;;;Przejeżdżał tędy wóz. Może kult przewoził nim Carillę?;;;;;;A cart came through here. Maybe the cult transported Carilla in one?;;;;
1061304;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line text;YENN_ARACHOUS_01061304;;;;;;;;;;;;;;;;;;
1098032050;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032051;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\tracking_cult_gps.w2scene""";Line text;GRLT_TRACKING_1098032051;;;;;;;;Pojedyncze ślady stóp. Prowadzą za tamte krzaki, potem znikają w lesie. Warto to sprawdzić.;;;;;;A single set of footprints. Going behind the bushes over there, disappearing into the woods. Could be worth pursuing.;;;;
1098032052;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Comment;;;EXT. OUTSIDE PELLER'S HUT. D/N;EXT. OUTSIDE PELLER'S HUT. D/N;EXT. OUTSIDE PELLER'S HUT. D/N;EXT. OUTSIDE PELLER'S HUT. D/N;;;0;[EN] EXT. OUTSIDE PELLER'S HUT. D/N;EXT. OUTSIDE PELLER'S HUT. D/N;EXT. OUTSIDE PELLER'S HUT. D/N;EXT. OUTSIDE PELLER'S HUT. D/N;EXT. OUTSIDE PELLER'S HUT. D/N;A scene with Geralt and Mravis the nilfguardian informant;EXT. OUTSIDE PELLER'S HUT. D/N;[EN] EXT. OUTSIDE PELLER'S HUT. D/N;EXT. OUTSIDE PELLER'S HUT. D/N;EXT. OUTSIDE PELLER'S HUT. D/N
1098032053;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1061308;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
1098032054;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line text;GRLT_Q103_1098032054;;;;;;;;Możesz otworzyć. Już ich nie ma.;;;;;;Open up. They're gone.;;;;
1061309;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line text;YENN_ARACHOUS_01061309;;;;;;;;;;;;;;;;;;
1098032055;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032056;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line text;NIOF2_Q103_1098032056;;;;;;;;Ach, dziękuję, wiedźminie. Czemu zawdzięczam tę przyjemność? Jeśli przyszedłeś naostrzyć miecze, to przykro mi mówić, ale chwilowo jestem niedysponowany... Po tym, co zrobili ludzie Berema...;;;;;;Ah, thank you witcher. To what do I owe the pleasure? If you're here to sharpen your swords, I'm sorry to say but I'm out of commission... After Berem's men...;;;;
1061311;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
1223161;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mq1060_cursed_victim_copy.w2scene""";Line comment;;;;;;;;;;;;;;;to self at first, suspicious and cautious;;;;
1098032057;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1061312;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line text;NOM3_ARACHOUS_01061312;;;;;;;;;;;;;;;;;;
1223162;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\mq1060_cursed_victim_copy.w2scene""";Line text;GRLT_MQ1060_01223162;;;;;;;;;;;;;;;;;;
1098032058;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line text;GRLT_Q103_1098032058;;;;;;;;Nie szukam kowala, jestem tu w innej sprawie. Chociaż jak na szpiega, to słabo sie maskujesz. Gdybym nie przyszedł na czas, skończyłbyś martwy.;;;;;;I'm not looking for a smith. I'm here for you, though for a spy, laying low isn't your strong suit is it? Would have ended up dead if I hadn't arrived on time.;;;;
1061313;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
1098032059;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line comment;;;;;;;;;0;;;;;;His emotion changes after he learns who sent you. Now he's back to spy business as usual;;;;
1061314;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line text;NOM3_ARACHOUS_01061314;;;;;;;;;;;;;;;;;;
1098032060;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line text;NIOF2_Q103_1098032060;;;;;;;;Skąd ty... Ach, rozumiem. To on cię przysłał, prawda? Wiem, że ostatnio zaniedbałem raporty, ale było ciężko przy tych łajzach kręcących się wokół mnie.;;;;;;How did you... Oh, I see. He sent you, didn't he? I know I haven't been keeping up with my reports as of late, but I couldn't with these louts sniffing around me.;;;;
1061315;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
1098032061;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line comment;;;;;;;;;0;;;;;;Geralt, a bit mockingly;;;;
1061316;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line text;NOM3_ARACHOUS_01061316;;;;;;;;;;;;;;;;;;
1098032062;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line text;GRLT_Q103_1098032062;;;;;;;;Po prostu powiedz mi, czego dowiedziałeś się o Carilli. Potem możesz ruszać do Wyzimy. Ja zajmę się resztą.;;;;;;Just tell me what you found out about Carilla. Then you can be off to Vizima, I'll handle it from here.;;;;
1098032063;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1061318;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
1098032064;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line text;NIOF2_Q103_1098032064;;;;;;;;Hm, jak sobie życzysz. Poszedłem do jej tymczasowej kryjówki, żeby sprawdzić, jak idą przygotowania do zawarcia umowy, ale kiedy dotarłem na miejsce, wszystko było przetrząśnięte do czysta. Były też ślady walki.;;;;;;Hmm, as you wish. I was going to her temporary lodgings to check up on her progress for the deal, however when I had arrived the place was swept clean. Signs of a struggle.;;;;
1061319;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Line text;NOM3_ARACHOUS_01061319;;;;;;;;;;;;;;;;;;
1098032065;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1061320;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Comment;;;;;;;;;;;;;;;;;;;
1098032066;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line text;NIOF2_Q103_1098032066;;;;;;;;Znalazłem tę przypinkę. Jak widzisz, aż bije od niej kultem.;;;;;;Found this pin - as you can see, cult presence written all over it.;;;;
1061321;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_03_mage\scenes\arachous_kills_geralt.w2scene""";Comment;;;;;;;;;;;;;;;;;;;
1098032067;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032068;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line text;GRLT_Q103_1098032068;;;;;;;;Tak, te pajęcze motywy nie są zbyt subtelne.;;;;;;Yeah, couldn't be more subtle with their spider motifs.;;;;
1098032069;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032070;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line text;NIOF2_Q103_1098032070;;;;;;;;Racja. Miałem zabrać sprzęt i ruszyć ich tropem, ale cóż, tutejsi nie przepadają za nowymi twarzami.;;;;;;Indeed. Was going to get my supplies and track them further, but well, folk round here don't take kindly to new arrivals it seems.;;;;
1098032071;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line comment;;;;;;;;;0;;;;;;also a bit mockingly;;;;
1098032072;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line text;GRLT_Q103_1098032072;;;;;;;;Trzeba było wybrać lepsze przebranie.;;;;;;Should have chosen a better disguise then.;;;;
1098032073;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line comment;;;;;;;;;0;;;;;;a bit irritated from all the mock;;;;
1098032074;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line text;NIOF2_Q103_1098032074;;;;;;;;Nie pouczaj mnie o szpiegostwie, wiedźminie. Akurat ty nie potrafisz nie zwracać uwagi.;;;;;;Don't lecture me on the art of espionage witcher, you can't even pass by without catching the eye of every person in the vicinity.;;;;
1098032075;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098032076;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\dlc_cult_02_cells\scenes\q103_guslar_copy.w2scene""";Line text;NIOF2_Q103_1098032076;;;;;;;;W każdym razie, wróć do Arette i rusz głównym traktem. Od tego zacznij. Może złapiesz ich ślad dzięki tym swoim wiedźmińskim sztuczkom. Łatwo nie będzie, to główna droga, pełno tam tropów.;;;;;;In any case, you should head back to Arette, catch the main road. You can start from there. Could be able to pick up their trail with your witcher senses. Though it may prove difficult, it's the main road after all, lots of tracks to pick from.;;;;
